ID_Estudiante,Numero_Documento,Fecha_Nacimiento,Sexo,Estrato,Municipio_Residencia,Tipo_Sangre,EPS,Semestre_Actual,Creditos_Aprobados
7619897,1096062493,1992-12-23,Masculino,3,El Carmen de Viboral,A-,Nueva EPS,8,126
8372709,1078112881,1998-01-02,Masculino,6,Rionegro,AB+,Salud Total,2,24
1428897,1065259070,1994-09-17,Masculino,5,Marinilla,AB-,Sura,4,67
1918527,1012480427,1992-11-10,Femenino,1,Rionegro,B-,Nueva EPS,1,24
1390224,1020605411,2006-05-17,Masculino,2,Marinilla,B+,Savia Salud,5,73
3218814,1024194239,1999-07-01,Femenino,1,La Ceja,B-,Nueva EPS,7,112
4649413,1044949995,2001-10-01,Femenino,2,Abejorral,O+,Savia Salud,7,104
3791951,1035633922,2003-07-20,Masculino,5,Rionegro,AB+,Coosalud,2,34
3112670,1092141788,1991-04-13,Femenino,3,Abejorral,B-,Salud Total,2,26
4979763,1012199663,1996-06-07,Femenino,6,Rionegro,AB+,Savia Salud,3,43
2573008,1093343812,2000-02-07,Masculino,2,Marinilla,B-,Salud Total,5,77
1056383,1011670359,2007-03-29,Masculino,1,Rionegro,O-,Sanitas,3,55
4808153,1015690711,1996-05-24,Masculino,4,La Union,B+,Nueva EPS,8,119
3144119,1043537101,2002-01-18,Masculino,5,El Retiro,AB+,Salud Total,7,120
8260011,1029008201,1993-08-03,Femenino,1,Guarne,O+,Salud Total,3,58
1394267,1074605919,2000-12-23,Masculino,4,Abejorral,AB-,Sanitas,9,136
8080812,1036187004,2005-05-01,Femenino,1,La Ceja,O+,Sura,2,32
5422450,1037535361,2006-09-25,Masculino,4,Abejorral,O-,Coosalud,4,59
3240879,1027330843,1997-03-02,Femenino,5,La Ceja,AB+,Coosalud,6,95
9595718,1079082814,2007-10-13,Masculino,1,El Carmen de Viboral,O-,Nueva EPS,1,5
3331219,1078128532,2009-02-23,Femenino,2,El Retiro,AB-,Sanitas,3,40
9392704,1034091360,1994-03-16,Femenino,1,Rionegro,O-,Salud Total,4,57
6824921,1037210790,1993-04-17,Masculino,1,Marinilla,B+,Sanitas,7,113
5721373,1029310941,2005-12-24,Masculino,3,Marinilla,A+,Sanitas,9,159
3840369,1035979405,1991-05-30,Masculino,2,Rionegro,O+,Sura,7,118
5161247,1076955247,1991-11-12,Masculino,1,Rionegro,O+,Savia Salud,5,68
9315080,1022318600,2000-05-02,Masculino,2,El Retiro,B-,Salud Total,5,90
8947475,1019852963,1995-02-07,Femenino,5,El Retiro,B+,Sura,2,36
1991017,1026502658,2001-03-28,Masculino,2,Guarne,A+,Coosalud,1,19
3826475,1037088705,2007-03-10,Femenino,3,El Retiro,B+,Sanitas,7,103
5178657,1046380255,2008-06-17,Femenino,2,Rionegro,O+,Coosalud,1,21
7205475,1069864451,1991-07-26,Femenino,6,Rionegro,B-,Coosalud,10,170
3867317,1035538078,2007-10-07,Masculino,2,Marinilla,A-,Sanitas,2,32
9730325,1092601566,2005-05-27,Femenino,6,Guarne,AB-,Savia Salud,2,18
7316210,1070809965,1991-11-10,No binario,3,Guarne,B-,Sura,6,93
5888214,1043153008,2006-08-23,Femenino,6,El Carmen de Viboral,O-,Savia Salud,5,85
5509701,1082704701,1998-06-03,Femenino,2,Abejorral,A-,Savia Salud,9,158
4928442,1012707488,1993-10-22,Masculino,5,Rionegro,A+,Sura,4,68
7983047,1012901828,2005-06-09,Femenino,5,Abejorral,A+,Sanitas,5,78
7743051,1087471865,2002-01-03,Masculino,5,Marinilla,O-,Coosalud,4,66
3900606,1093184284,2008-01-16,Femenino,4,El Retiro,AB-,Nueva EPS,6,93
5129319,1026826721,2005-03-12,Masculino,2,La Ceja,A-,Sura,3,45
5052695,1096785931,2005-12-11,Masculino,4,Rionegro,A-,Nueva EPS,10,170
7362512,1053708742,1995-03-18,Femenino,1,La Union,A-,Sura,5,71
3250521,1012551037,1998-03-07,Femenino,3,El Carmen de Viboral,A-,Sura,9,149
2962189,1057197756,1996-02-08,Masculino,3,Marinilla,B-,Salud Total,9,159
6606345,1022114318,2001-03-16,Masculino,5,Rionegro,A-,Sanitas,1,21
7299432,1048829611,1994-07-15,Femenino,3,La Ceja,O+,Nueva EPS,5,73
1733353,1093450989,1994-06-01,Masculino,4,El Carmen de Viboral,AB+,Salud Total,3,49
9896655,1090185771,1996-07-16,Femenino,1,Rionegro,B-,Sura,5,70
9598590,1036815787,1995-01-26,No binario,4,Rionegro,AB-,Sura,2,20
5406901,1094374794,1996-07-24,Femenino,2,Abejorral,B-,Coosalud,10,170
6179807,1035708267,2003-07-03,Femenino,1,Santuario,O-,Nueva EPS,5,84
3924656,1057590282,2001-12-10,Femenino,6,La Union,O-,Savia Salud,6,91
7557122,1062104957,2004-05-27,Femenino,2,Santuario,AB+,Sura,10,170
7242262,1035280158,1997-09-24,Femenino,1,El Carmen de Viboral,B-,Nueva EPS,10,160
3769638,1044204712,1992-09-16,Femenino,5,Rionegro,B-,Salud Total,5,82
2241776,1077592281,1999-03-21,Femenino,6,La Ceja,O+,Sanitas,10,170
5750442,1018782466,1996-01-09,Femenino,5,La Ceja,O+,Sura,8,127
3226082,1011038557,1999-02-05,Masculino,3,Rionegro,O-,Nueva EPS,10,153
5035037,1062336152,2007-10-22,Masculino,4,Guarne,AB+,Salud Total,3,55
8316949,1092299087,1995-08-06,Femenino,6,Rionegro,O-,Coosalud,7,121
2082349,1086689445,2005-11-17,Femenino,2,Rionegro,AB-,Coosalud,10,169
6095296,1027606312,1994-07-01,Masculino,5,Marinilla,A-,Sura,3,56
8564436,1018827879,2007-10-03,Masculino,6,Abejorral,O+,Sura,3,49
3113243,1061375019,2008-02-19,Femenino,5,El Carmen de Viboral,B+,Coosalud,6,102
3500601,1044072984,1993-01-11,Masculino,6,Rionegro,B+,Coosalud,3,42
4395366,1017103770,1998-06-23,Femenino,6,Marinilla,B+,Savia Salud,10,170
1317027,1067387200,2007-10-06,Masculino,4,Rionegro,AB+,Sura,10,159
6779671,1032649649,2000-10-12,No binario,2,Abejorral,AB+,Nueva EPS,10,156
3860622,1055033847,1994-07-22,Femenino,3,La Ceja,B-,Coosalud,4,66
4231848,1042704927,1991-05-25,Femenino,4,Rionegro,AB+,Sanitas,3,58
3528564,1049680199,1997-05-08,Masculino,3,Santuario,B+,Nueva EPS,10,169
6303090,1047472553,2008-07-31,Femenino,1,El Retiro,B-,Savia Salud,3,57
7462235,1039802921,1997-02-07,Masculino,5,El Retiro,AB+,Nueva EPS,9,157
6889162,1019575054,1998-09-03,Femenino,6,La Union,O-,Sura,9,143
1948113,1011307702,1993-11-16,Masculino,3,Santuario,A+,Coosalud,3,47
7621433,1059336824,1996-06-03,Femenino,2,Marinilla,AB-,Salud Total,6,93
3118251,1016390634,2006-05-17,Masculino,1,Abejorral,AB-,Sura,9,144
4435731,1030277786,2000-02-02,Femenino,3,Rionegro,B+,Sura,10,156
4700937,1052880750,2006-07-05,Masculino,5,La Ceja,AB+,Nueva EPS,6,98
9573230,1041643541,2000-08-30,Femenino,4,Rionegro,O+,Sanitas,9,153
2668378,1083764153,1995-09-09,Masculino,1,Marinilla,O-,Coosalud,5,90
7243936,1028491726,1996-06-06,No binario,4,El Carmen de Viboral,AB-,Coosalud,6,88
6679326,1052492052,2001-04-02,Masculino,5,La Union,AB-,Nueva EPS,8,136
3752768,1024865937,2008-09-04,Femenino,2,Guarne,A-,Savia Salud,2,38
6985595,1063523649,1999-08-08,Masculino,4,Guarne,AB+,Sura,2,21
1633858,1060975129,2001-08-13,Femenino,5,El Retiro,A-,Sanitas,6,95
3293879,1069464672,1998-07-17,Femenino,4,Santuario,B+,Salud Total,3,53
5715548,1086198408,1992-12-08,Masculino,5,Santuario,O+,Savia Salud,4,63
7007277,1069120720,2002-03-29,Femenino,2,La Union,B-,Nueva EPS,10,165
5859985,1053831709,2002-01-22,Masculino,3,Santuario,A-,Sura,4,67
2108514,1088346783,2008-09-11,Femenino,6,Marinilla,B+,Sanitas,8,140
5778200,1076336075,2000-03-04,Masculino,3,Guarne,O+,Nueva EPS,5,68
6942236,1073240972,1991-07-01,Femenino,3,Guarne,A-,Sura,3,50
3923334,1050656693,1997-09-14,Masculino,3,El Carmen de Viboral,O+,Sanitas,4,64
3995962,1027243270,1994-08-09,Femenino,1,Guarne,O+,Sanitas,5,84
4574267,1093680914,1999-08-20,Femenino,4,Marinilla,O+,Savia Salud,8,142
9834967,1088012596,2001-11-27,Masculino,4,Rionegro,AB-,Savia Salud,9,156
6674192,1050182454,2005-04-01,Femenino,4,La Ceja,AB+,Coosalud,3,45
8091032,1015002697,1992-08-17,Masculino,3,La Ceja,O-,Sura,1,4
8716428,1018574792,2003-03-29,Masculino,4,Abejorral,A+,Savia Salud,6,91
7263289,1011871931,1996-01-30,Femenino,6,Rionegro,B-,Sanitas,7,118
8274409,1025598721,1995-12-22,Masculino,2,Abejorral,AB+,Sura,5,69
6223799,1036228631,2008-11-06,No binario,1,El Carmen de Viboral,B-,Sura,8,124
7132742,1035857651,2008-11-07,Masculino,4,El Carmen de Viboral,A+,Sanitas,2,32
5160713,1099172537,2006-04-18,Femenino,3,Abejorral,O-,Sura,6,86
6612695,1035926251,1992-10-24,Masculino,5,El Retiro,O+,Nueva EPS,2,21
5587477,1060047005,2003-02-28,Masculino,2,Rionegro,AB-,Salud Total,2,24
7996141,1061241894,2007-02-18,Masculino,5,La Union,AB+,Savia Salud,8,119
6276996,1037918336,2002-06-13,Femenino,1,Santuario,B-,Nueva EPS,3,45
5154130,1013454674,2004-04-29,Masculino,2,La Ceja,B-,Savia Salud,7,106
6138358,1056307803,1995-06-21,Femenino,2,La Union,O+,Nueva EPS,3,55
8965692,1012780257,1999-09-16,Masculino,1,El Carmen de Viboral,O+,Sura,10,160
5186212,1065475937,2001-03-29,Masculino,5,El Carmen de Viboral,B+,Sanitas,7,125
5875952,1062237769,2000-08-08,Masculino,1,El Carmen de Viboral,O-,Salud Total,10,167
8840585,1078208265,2005-10-11,Femenino,1,Santuario,B+,Sanitas,2,18
8947826,1011223695,1993-11-04,Femenino,3,Santuario,AB+,Coosalud,4,58
8238724,1052307509,1992-06-13,Femenino,6,Guarne,A-,Nueva EPS,3,53
9918031,1078583361,2005-05-23,Femenino,1,Abejorral,B-,Sanitas,10,167
2233827,1017454520,1996-08-14,Masculino,4,El Retiro,O-,Sanitas,5,91
6948768,1096854735,2008-04-16,Femenino,2,Guarne,AB-,Salud Total,9,155
6986174,1093587017,2004-10-04,Masculino,6,El Carmen de Viboral,B-,Coosalud,9,155
2724043,1068549156,2007-12-13,Masculino,5,El Retiro,O+,Sanitas,1,9
8957479,1076816650,2008-09-16,Femenino,2,La Union,A+,Savia Salud,10,170
3849413,1046380906,1997-12-24,Masculino,1,La Union,AB-,Coosalud,10,170
6111445,1023732748,1997-01-24,Femenino,1,Guarne,O+,Sura,1,23
9185792,1018585885,2005-02-01,Femenino,1,Abejorral,O+,Sanitas,8,135
8899589,1023495406,2004-04-13,Femenino,3,El Retiro,O-,Coosalud,8,134
1766736,1015017942,1994-05-24,Masculino,5,Guarne,A-,Nueva EPS,9,159
8946289,1013078053,1991-06-05,Masculino,3,Santuario,A+,Nueva EPS,2,19
4847422,1082876343,1995-11-20,Femenino,5,Santuario,O-,Salud Total,7,119
5110306,1012942903,2004-01-28,Femenino,3,La Union,A-,Sura,5,75
1915221,1074803119,2008-06-03,Masculino,1,Rionegro,O-,Coosalud,10,160
1101509,1041953005,2008-02-22,Femenino,3,Santuario,B+,Nueva EPS,9,150
3486385,1056194321,2002-09-27,Masculino,1,Abejorral,B-,Nueva EPS,7,105
4042875,1032061395,1996-04-21,Masculino,4,La Union,AB+,Salud Total,5,92
1864128,1063703559,1994-08-05,Masculino,6,La Union,B+,Salud Total,4,75
6152145,1081407092,1992-05-18,Femenino,2,La Union,A-,Sura,7,124
8184493,1061168795,2006-03-28,Femenino,5,Rionegro,O-,Nueva EPS,2,37
5198505,1019447293,2001-05-22,Femenino,3,Marinilla,B+,Savia Salud,10,159
5819822,1073799568,1999-09-20,Masculino,2,Abejorral,B-,Sura,9,151
6195890,1079815524,1992-12-11,Femenino,6,Rionegro,AB-,Sanitas,5,74
5637900,1022387287,1994-09-01,Masculino,3,El Retiro,O-,Salud Total,5,74
6161765,1070688456,2002-08-21,Masculino,6,Marinilla,B-,Salud Total,3,34
5405340,1035569263,2004-08-04,Femenino,1,Abejorral,A-,Sura,9,160
5214793,1022112626,2007-04-26,Masculino,1,El Carmen de Viboral,A+,Sanitas,10,170
9650074,1030518521,1998-11-29,Femenino,3,Marinilla,A+,Nueva EPS,8,133
1703291,1011319695,2009-01-02,Masculino,6,Santuario,O+,Coosalud,6,107
8329799,1065153085,2004-06-06,Femenino,1,Marinilla,B+,Coosalud,6,105
1482367,1044388575,1993-03-24,Femenino,3,La Union,O-,Savia Salud,5,81
5699929,1047570322,1995-11-15,Femenino,1,La Ceja,AB+,Sanitas,9,142
7293612,1055435812,2007-07-13,Femenino,5,La Ceja,B+,Coosalud,7,110
9021837,1044687045,2004-05-24,Femenino,5,El Retiro,B-,Sanitas,10,170
8420586,1089456048,2000-05-15,Masculino,6,Abejorral,B-,Sanitas,1,16
8644834,1078715486,2001-05-16,Femenino,6,El Carmen de Viboral,A-,Coosalud,10,170
9337296,1021805792,1994-08-16,Femenino,3,Abejorral,B-,Coosalud,6,104
4542957,1068790659,1998-05-18,Femenino,3,Marinilla,AB-,Sanitas,9,154
3843878,1081180644,2001-11-08,Femenino,6,Santuario,AB+,Sanitas,6,95
6917892,1090347370,2002-07-11,Masculino,4,La Union,A+,Nueva EPS,8,122
9316320,1089132035,2007-08-02,Femenino,1,Guarne,AB+,Salud Total,8,135
2385513,1094712218,1999-07-15,Femenino,5,Rionegro,B-,Coosalud,7,107
3395512,1059251826,2002-03-03,Masculino,4,Marinilla,O-,Sura,10,169
7239601,1028337026,1995-03-23,Masculino,2,Guarne,B+,Salud Total,6,95
4706144,1087078562,1993-05-14,Femenino,3,Santuario,AB-,Savia Salud,10,154
1922229,1044026586,2002-05-04,Femenino,4,Rionegro,AB+,Nueva EPS,5,78
2587309,1038704063,2000-04-28,Masculino,2,La Ceja,O-,Nueva EPS,8,122
3437142,1088499754,1994-05-07,Masculino,3,El Retiro,B+,Savia Salud,1,18
1480386,1074877717,1991-09-09,Masculino,6,La Ceja,O-,Savia Salud,7,106
1275815,1022228600,2003-11-21,Masculino,1,Rionegro,AB+,Nueva EPS,4,57
2091435,1051594121,1993-01-07,Femenino,4,Rionegro,AB+,Savia Salud,4,60
1530163,1044257175,1991-07-14,Masculino,2,La Ceja,A+,Nueva EPS,2,24
5604008,1087140517,2007-10-30,Femenino,2,La Ceja,A-,Sanitas,10,169
1408426,1077904486,1995-01-12,Femenino,3,Guarne,AB-,Salud Total,9,145
2326249,1021474708,2006-05-03,Masculino,6,Rionegro,O-,Salud Total,3,44
9679190,1086305903,1997-08-28,Masculino,1,Santuario,AB-,Coosalud,4,64
9779741,1093247428,2001-06-19,Femenino,3,Marinilla,B-,Sura,10,155
3130225,1054982925,1994-04-12,Femenino,2,La Ceja,B-,Nueva EPS,3,48
8234696,1041823291,1992-11-26,Femenino,4,La Ceja,O+,Coosalud,7,113
8250623,1061790895,1993-12-30,Masculino,6,Marinilla,AB-,Savia Salud,9,137
2153489,1060193667,1998-11-18,Femenino,3,Rionegro,B-,Nueva EPS,1,15
3030756,1016613252,1995-03-25,Femenino,5,La Union,B+,Nueva EPS,7,122
5669990,1057616547,1998-04-09,Femenino,5,El Carmen de Viboral,A-,Sanitas,9,146
6677233,1018954230,2007-04-02,Masculino,2,Abejorral,O+,Salud Total,9,152
6495255,1031823035,2003-08-03,Femenino,1,La Ceja,A+,Nueva EPS,9,153
3191736,1060146015,2000-12-04,No binario,5,El Carmen de Viboral,B+,Coosalud,9,157
6456211,1049534490,2003-08-23,Masculino,5,Rionegro,O-,Coosalud,10,165
7799941,1066453122,2008-07-30,Femenino,2,El Retiro,A-,Salud Total,4,66
8507525,1021963849,1999-07-23,Femenino,1,Abejorral,B-,Nueva EPS,5,90
1529158,1062346957,2005-07-07,Masculino,6,El Retiro,A-,Sanitas,2,25
3089043,1087815184,2002-06-19,Masculino,5,Abejorral,A+,Salud Total,5,86
7783176,1055741094,1998-12-29,Masculino,1,El Carmen de Viboral,O+,Sura,2,26
1822603,1044696015,1992-12-07,Masculino,6,Rionegro,B+,Sanitas,5,82
2089158,1015020038,1998-04-12,Masculino,5,Guarne,B-,Sanitas,3,47
2864324,1060570534,1998-04-23,Femenino,1,Marinilla,AB+,Salud Total,5,69
4828233,1066312513,1994-12-02,Femenino,4,El Carmen de Viboral,O-,Savia Salud,1,19
4428079,1012113829,1996-10-30,Masculino,3,Santuario,A-,Salud Total,6,107
1084705,1028834149,2002-10-24,Femenino,5,El Carmen de Viboral,AB-,Sanitas,9,156
4797700,1029964229,2007-10-02,Femenino,5,Guarne,AB-,Sanitas,6,108
5354505,1068755090,2001-01-19,Femenino,4,La Ceja,A+,Savia Salud,2,32
5500255,1030436297,1997-02-14,Femenino,1,La Union,O+,Salud Total,7,116
4210437,1049278586,2001-03-30,Masculino,5,La Union,O-,Nueva EPS,7,113
5856266,1021711241,2006-05-19,Femenino,5,El Retiro,AB+,Sanitas,10,159
2058535,1065949074,2002-06-17,Femenino,5,La Ceja,A-,Sanitas,6,100
7508019,1018238776,1993-06-17,Masculino,1,Rionegro,A+,Sanitas,9,147
4599845,1014563805,2004-04-22,Femenino,5,El Carmen de Viboral,O-,Salud Total,8,142
6568416,1082094906,1991-06-01,Femenino,3,La Union,AB-,Nueva EPS,9,142
4656328,1012461296,1997-09-13,Femenino,3,El Retiro,O-,Nueva EPS,3,56
6134048,1077989342,1993-02-03,Femenino,6,El Carmen de Viboral,AB+,Nueva EPS,10,158
7859773,1087805929,1992-10-02,Masculino,6,La Union,B-,Coosalud,4,63
8358336,1055780930,2000-05-17,Masculino,6,Rionegro,B-,Savia Salud,4,53
6153265,1024467237,2002-06-21,Femenino,3,Marinilla,A-,Savia Salud,5,87
8388738,1071708408,1996-04-17,Femenino,6,Marinilla,B-,Sanitas,8,141
1797945,1093741700,2007-01-24,Femenino,1,La Ceja,B-,Nueva EPS,10,162
4068630,1091119255,1995-12-04,Femenino,2,Santuario,O-,Savia Salud,1,17
2241498,1055086404,1993-03-28,Femenino,3,Marinilla,A+,Salud Total,8,124
7820583,1099704936,2007-06-28,Masculino,2,Marinilla,B+,Savia Salud,9,144
7980149,1088964677,2004-07-25,Femenino,2,El Carmen de Viboral,O-,Salud Total,4,54
8850889,1054911661,2001-12-24,Masculino,5,El Carmen de Viboral,A-,Coosalud,6,100
1739255,1058268012,2007-09-25,Masculino,2,Rionegro,B+,Sanitas,2,29
1415009,1022062059,2000-09-23,Masculino,3,Santuario,A-,Sura,6,93
1473927,1036980043,2006-04-24,Masculino,5,Abejorral,AB-,Sanitas,6,104
1746433,1042885150,2007-08-24,Femenino,4,La Union,AB-,Nueva EPS,2,25
6916920,1072479541,1991-08-30,Femenino,2,Guarne,O-,Sanitas,9,150
8277031,1026758877,2003-09-16,Femenino,5,Guarne,AB+,Salud Total,4,57
9343230,1054638917,2008-03-08,Masculino,1,Guarne,AB-,Salud Total,9,160
8436187,1011396387,1995-08-25,Femenino,4,Guarne,O+,Nueva EPS,9,138
8321150,1055944616,2001-07-22,Femenino,4,Rionegro,O-,Sura,7,105
1151356,1039402370,1998-01-04,Femenino,3,Rionegro,O-,Salud Total,6,90
3245040,1084536448,2007-11-28,Masculino,1,Rionegro,O+,Sanitas,1,11
9595861,1089326734,1995-01-28,Masculino,6,Santuario,AB+,Nueva EPS,1,15
1184248,1050465180,2003-06-29,Masculino,4,El Retiro,A+,Sura,7,103
4844994,1025238116,1991-12-12,No binario,1,El Carmen de Viboral,A+,Sanitas,10,157
5361154,1099527541,2008-05-27,Femenino,4,Guarne,B+,Nueva EPS,10,170
8966654,1061325833,1992-01-02,Masculino,3,La Union,AB-,Savia Salud,1,13
1246240,1066123828,1996-02-20,Masculino,1,Guarne,B-,Nueva EPS,10,167
5187779,1027079275,2003-04-15,Femenino,2,La Ceja,A-,Nueva EPS,5,71
7064285,1098477487,1995-05-17,Femenino,4,La Ceja,O-,Sura,8,119
5765616,1089004383,2006-04-23,Femenino,5,La Ceja,B+,Nueva EPS,5,72
6409524,1042395404,2000-08-05,Femenino,2,El Carmen de Viboral,AB+,Coosalud,10,165
6968614,1077897237,1999-05-02,Femenino,4,La Ceja,B+,Coosalud,1,6
4587503,1042717720,2003-11-02,Femenino,6,Marinilla,A+,Sanitas,4,57
1182808,1020248226,2005-01-29,Masculino,1,La Union,A+,Salud Total,5,76
9404373,1051061648,1994-07-01,Femenino,4,Santuario,O+,Sanitas,4,65
9221105,1045980718,1994-05-22,Femenino,4,El Retiro,O-,Salud Total,1,5
1532887,1098604949,2000-05-18,Masculino,4,El Carmen de Viboral,AB-,Sura,10,168
8092188,1045926098,2001-12-30,Masculino,3,El Retiro,A-,Sura,10,166
2859945,1061867254,2002-11-02,Masculino,5,La Ceja,B-,Sura,7,121
6063110,1093703063,2004-07-26,Masculino,4,Guarne,A-,Sura,9,146
2066141,1065495971,2007-09-25,Femenino,1,Guarne,A+,Nueva EPS,7,125
9900616,1099939514,2008-08-04,Femenino,6,El Retiro,AB+,Nueva EPS,1,13
4187468,1067546375,2007-02-02,Femenino,1,Rionegro,A+,Savia Salud,3,49
8462684,1041654821,2005-03-22,Femenino,5,Guarne,A+,Salud Total,4,64
3993725,1027175765,2006-04-23,Femenino,6,El Retiro,B+,Salud Total,3,45
1061175,1054164960,2004-05-24,Femenino,3,Santuario,B-,Sanitas,6,100
5082364,1079244619,1992-11-11,Femenino,4,La Union,O+,Sura,8,131
2933764,1022074875,2006-02-12,Masculino,3,Rionegro,A+,Sanitas,9,159
9172954,1013799617,2005-06-16,Femenino,5,La Ceja,A-,Sura,5,86
9134215,1026233990,2003-11-16,Masculino,6,El Carmen de Viboral,A-,Sura,1,5
9682736,1011130633,1992-06-24,Femenino,2,Guarne,B-,Savia Salud,7,123
8189515,1035999697,2005-02-12,Femenino,3,El Carmen de Viboral,O-,Sanitas,10,167
4255058,1018544139,1994-04-15,Masculino,6,Guarne,O-,Sanitas,4,70
2387414,1058868855,1997-04-13,Femenino,5,Guarne,O-,Sanitas,2,34
7479714,1082165993,2008-03-09,Masculino,3,La Ceja,AB+,Savia Salud,3,57
8213226,1047185681,2005-04-13,Masculino,4,La Union,B-,Sanitas,9,154
8668021,1066778331,1991-07-24,Femenino,6,La Union,A+,Savia Salud,4,66
3840507,1087265853,2006-11-16,Masculino,1,El Retiro,B+,Sanitas,3,58
7289482,1091225207,2008-12-21,Masculino,1,El Retiro,AB+,Nueva EPS,9,146
1891678,1036270864,1993-06-25,Femenino,6,Abejorral,O+,Nueva EPS,7,104
1608692,1033029128,1993-12-14,Masculino,3,Abejorral,B-,Salud Total,8,131
8055732,1081195139,1994-06-25,Femenino,1,Abejorral,AB+,Savia Salud,5,91
7959834,1023512050,1992-09-08,Masculino,1,Abejorral,B-,Nueva EPS,5,92
2185800,1069727976,2001-01-25,Femenino,1,Rionegro,AB+,Sura,2,18
6846715,1046428922,1995-01-31,Femenino,5,El Carmen de Viboral,A+,Sanitas,10,170
8715557,1079087077,2000-02-26,Masculino,4,Rionegro,O-,Sura,10,166
4345740,1065017613,1996-07-23,Femenino,2,El Retiro,AB+,Salud Total,8,122
4802614,1029214308,1994-08-26,Masculino,1,El Carmen de Viboral,O+,Sanitas,10,170
7933751,1016245004,2004-06-26,Femenino,2,El Carmen de Viboral,AB+,Nueva EPS,7,114
4757247,1062404899,2001-06-07,Femenino,5,Santuario,O+,Salud Total,2,32
6467458,1032760770,2000-09-29,Masculino,5,El Retiro,B+,Sanitas,2,40
3973101,1063538869,1991-06-09,Masculino,5,Rionegro,AB+,Sanitas,2,22
3018007,1023531181,1994-09-06,Masculino,5,Rionegro,B-,Sanitas,6,102
8320557,1098342690,2000-04-10,Femenino,2,Guarne,AB-,Nueva EPS,8,133
5370085,1061807280,2007-09-16,Femenino,5,Marinilla,B-,Sanitas,6,100
3510637,1055930151,2006-11-19,Masculino,3,Rionegro,AB-,Sanitas,8,133
5052818,1024365324,2001-07-04,Femenino,5,La Ceja,A+,Coosalud,8,140
4752302,1020964444,2001-05-18,Masculino,3,El Retiro,O-,Sanitas,6,102
6200453,1082245197,1998-09-20,Masculino,1,El Carmen de Viboral,B-,Nueva EPS,3,46
6189009,1042998670,1999-05-15,Femenino,1,Guarne,A+,Savia Salud,8,138
1590101,1032719604,2007-05-19,Masculino,2,Guarne,AB-,Salud Total,5,73
6297931,1045138152,2000-02-28,Masculino,1,El Carmen de Viboral,O+,Savia Salud,2,34
8251577,1040310389,2006-10-20,Masculino,6,Marinilla,AB-,Nueva EPS,1,11
3735748,1060175991,2005-05-08,Femenino,3,El Carmen de Viboral,O-,Sanitas,5,72
2892838,1081348269,1993-11-20,Femenino,2,La Ceja,O+,Savia Salud,8,126
9020057,1038385970,2002-11-27,Femenino,4,Abejorral,A-,Savia Salud,10,170
1958834,1050252990,1991-12-23,Masculino,3,El Carmen de Viboral,A-,Savia Salud,3,40
8372540,1098823942,1998-08-24,Femenino,3,Rionegro,AB+,Nueva EPS,2,32
3622661,1057097265,1993-10-02,Femenino,5,Abejorral,AB-,Nueva EPS,4,70
4555060,1067645638,2000-02-05,No binario,5,El Retiro,A-,Sura,1,21
9084843,1048562947,1994-01-17,Masculino,1,La Union,A+,Sura,3,35
5082964,1068896159,2003-05-09,Femenino,6,El Carmen de Viboral,B-,Coosalud,10,170
3657623,1049634981,1992-05-31,Femenino,2,Marinilla,O+,Savia Salud,6,104
1874415,1016106166,2005-03-30,Masculino,6,La Union,O+,Savia Salud,7,110
6435651,1073971550,1997-07-25,Femenino,3,Marinilla,A+,Salud Total,10,162
7121809,1073503955,2005-08-29,Femenino,5,Marinilla,A-,Nueva EPS,2,25
2118278,1014365213,1998-02-21,Masculino,5,El Carmen de Viboral,B-,Salud Total,7,106
6704377,1021813372,2007-12-27,Femenino,2,Marinilla,B-,Sanitas,1,5
2679051,1032170378,2008-04-19,Femenino,5,Rionegro,O-,Sura,10,161
7036184,1061654292,2004-07-12,Masculino,1,La Ceja,O+,Coosalud,3,35
1385982,1055790487,2004-05-24,Femenino,3,Abejorral,AB-,Coosalud,6,94
3046172,1052836030,2001-12-21,Masculino,5,Guarne,O-,Coosalud,10,170
9346656,1070202623,2008-11-12,Femenino,3,La Ceja,A+,Sura,1,9
4264412,1057423718,1994-08-26,Masculino,6,Guarne,O-,Sura,5,75
9187962,1024451632,2007-09-17,Femenino,2,La Ceja,O-,Salud Total,10,168
9242383,1013706089,2007-04-03,Masculino,3,Abejorral,A+,Nueva EPS,1,2
9548039,1033549462,2006-09-03,Masculino,5,Guarne,O-,Coosalud,7,112
3189935,1020008956,1996-08-03,Femenino,6,La Union,AB-,Sura,8,134
4204771,1084214543,1994-01-24,Femenino,3,Guarne,A-,Sura,2,38
4609024,1098490323,2001-07-30,Masculino,2,La Ceja,A-,Nueva EPS,5,86
7130243,1026219556,2003-11-21,Femenino,3,Rionegro,B+,Coosalud,10,170
1659002,1073386072,1993-05-10,Masculino,1,La Union,A-,Sura,5,73
1488242,1021372796,2000-02-02,Femenino,6,Guarne,AB+,Coosalud,6,102
9088493,1026440788,1995-08-17,No binario,6,La Union,B+,Salud Total,3,44
3317681,1054877602,1991-10-30,Masculino,3,El Carmen de Viboral,O-,Salud Total,1,13
4089658,1094653422,2002-02-06,Masculino,2,Guarne,A-,Savia Salud,5,82
3852266,1064232032,2005-02-06,Femenino,5,Abejorral,O+,Coosalud,10,170
